id,sig_id,pert_id,pert_iname,pert_desc,cell_id,pert_time,pert_dose,pert_type,is_gold,DrugBank.ID,CAS,CID,Drug_Name,Drug_Description,Drug_Group,Drug_Indication,ATC_Codes,A,B,C,D,G,H,J,L,M,N,P,R,S,V,DrugBank.ID.1,SMILES
65317,CPC012_NPC_24H:BRD-K35483542-001-03-1:10,BRD-K35483542,alitretinoin,R4643,NPC,24,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
73083,CPC014_A549_6H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,GR-101,A549,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
75236,CPC014_ASC_24H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,GR-101,ASC,24,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
78333,CPC014_HT29_6H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,GR-101,HT29,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
79782,CPC014_MCF7_6H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,GR-101,MCF7,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
84440,CPC014_PC3_6H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,GR-101,PC3,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
88025,CPC014_VCAP_6H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,GR-101,VCAP,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
332545,NMH002_FIBRNPC_24H:BRD-K35483542-001-05-6:10,BRD-K35483542,alitretinoin,9-cis Retinoic acid,FIBRNPC,24,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
344671,NMH002_FIBRNPC_6H:BRD-K35483542-001-05-6:10,BRD-K35483542,alitretinoin,9-cis Retinoic acid,FIBRNPC,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
354444,NMH002_NEU_24H:BRD-K35483542-001-05-6:10,BRD-K35483542,alitretinoin,9-cis Retinoic acid,NEU,24,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
54043,CPC013_A375_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,A375,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
55486,CPC013_A549_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,A549,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
56923,CPC013_A549_24H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,A549,24,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
58037,CPC013_ASC_24H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,ASC,24,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
59088,CPC013_HA1E_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,HA1E,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
60483,CPC013_HCC515_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,HCC515,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
61243,CPC013_HEPG2_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,HEPG2,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
78484,CPC013_HT29_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,HT29,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
79933,CPC013_MCF7_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,MCF7,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
81375,CPC013_MCF7_24H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,MCF7,24,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
82452,CPC013_NEU_24H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,NEU,24,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
84584,CPC013_PC3_6H:BRD-K66175015-001-01-7:10,BRD-K66175015,afatinib,S1011,PC3,6,10,trt_cp,1,DB08916,850140-72-6,10184653,Afatinib Dimaleate,This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups.,approved;,Afatinib is a kinase inhibitor indicated for the first-line treatment of patient with metastatic non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,L01XE13;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB08916,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
